Frame,Hand,Landmark,X,Y,Z
2590,0,0,0.9873873591423035,0.37285900115966797,-1.2506758650943084e-07
2590,0,1,0.9322980642318726,0.3975422978401184,-0.05411884933710098
2590,0,2,0.8730314373970032,0.36971086263656616,-0.08287324011325836
2590,0,3,0.8316164612770081,0.31491124629974365,-0.10231118649244308
2590,0,4,0.8000001311302185,0.25754645466804504,-0.11832927912473679
2590,0,5,0.9461827278137207,0.24699991941452026,-0.06938337534666061
2590,0,6,0.9108362197875977,0.16492696106433868,-0.1000654324889183
2590,0,7,0.8735610246658325,0.12391889840364456,-0.12173691391944885
2590,0,8,0.8437957763671875,0.10163958370685577,-0.13526296615600586
2590,0,9,0.9680361747741699,0.21296347677707672,-0.05355062335729599
2590,0,10,0.9312599897384644,0.13336637616157532,-0.0786808505654335
2590,0,11,0.8938159942626953,0.09703656286001205,-0.0915348082780838
2590,0,12,0.8641173839569092,0.07575680315494537,-0.10047601163387299
2590,0,13,0.9792172908782959,0.19505956768989563,-0.04178858548402786
2590,0,14,0.9462518692016602,0.1215924397110939,-0.06402681022882462
2590,0,15,0.9115570783615112,0.09112432599067688,-0.0709337666630745
2590,0,16,0.8820250034332275,0.07232674956321716,-0.0743546336889267
2590,0,17,0.9817960262298584,0.18989603221416473,-0.03429405018687248
2590,0,18,0.9582787752151489,0.12688693404197693,-0.05544866994023323
2590,0,19,0.9329342246055603,0.09609335660934448,-0.06320199370384216
2590,0,20,0.9097586870193481,0.07685276120901108,-0.06591629236936569
2660,0,0,0.7233996987342834,0.05555906146764755,1.2544655092483481e-08
2660,0,1,0.7198548913002014,0.10752313584089279,-0.015053805895149708
2660,0,2,0.7224286794662476,0.15330597758293152,-0.030041076242923737
2660,0,3,0.7187868356704712,0.1808348447084427,-0.04598572850227356
2660,0,4,0.7163692116737366,0.19981089234352112,-0.06175387278199196
2660,0,5,0.7969249486923218,0.1714341640472412,-0.027605585753917694
2660,0,6,0.8155627250671387,0.22849923372268677,-0.05021655559539795
2660,0,7,0.8033599853515625,0.26192325353622437,-0.06442630290985107
2660,0,8,0.7820935845375061,0.2810336649417877,-0.07038670778274536
2660,0,9,0.8111258149147034,0.13586711883544922,-0.027505896985530853
2660,0,10,0.7813944816589355,0.15068820118904114,-0.04790708050131798
2660,0,11,0.7446097731590271,0.14841030538082123,-0.05455635115504265
2660,0,12,0.714972972869873,0.1448173075914383,-0.05569389835000038
2660,0,13,0.808860719203949,0.09713578224182129,-0.028863737359642982
2660,0,14,0.7634264230728149,0.11116600781679153,-0.05032241716980934
2660,0,15,0.7264643907546997,0.11964652687311172,-0.051852911710739136
2660,0,16,0.6978452205657959,0.12293009459972382,-0.04700573906302452
2660,0,17,0.7994464039802551,0.06353502720594406,-0.03114740177989006
2660,0,18,0.7674866914749146,0.08254839479923248,-0.04525163397192955
2660,0,19,0.7407633662223816,0.09544480592012405,-0.04328816384077072
2660,0,20,0.7201243042945862,0.10181525349617004,-0.03632653132081032
3020,0,0,0.5999387502670288,0.08031737804412842,-1.007035052680294e-06
3020,0,1,0.6657818555831909,0.09099221229553223,-0.06314506381750107
3020,0,2,0.7009984254837036,0.15586473047733307,-0.09281986951828003
3020,0,3,0.6431875824928284,0.20674219727516174,-0.11412420123815536
3020,0,4,0.565618097782135,0.2170553207397461,-0.13002803921699524
3020,0,5,0.6561386585235596,0.32048794627189636,-0.07149745523929596
3020,0,6,0.5960060954093933,0.34192991256713867,-0.12127052992582321
3020,0,7,0.5909241437911987,0.256109356880188,-0.1476135551929474
3020,0,8,0.6061574816703796,0.19854328036308289,-0.16094711422920227
3020,0,9,0.594805896282196,0.3242191970348358,-0.06107671186327934
3020,0,10,0.5358030200004578,0.31397464871406555,-0.11347710341215134
3020,0,11,0.546299397945404,0.2142878770828247,-0.1260247528553009
3020,0,12,0.5757591724395752,0.170089989900589,-0.12623724341392517
3020,0,13,0.5434389710426331,0.30088549852371216,-0.05810323730111122
3020,0,14,0.4952762722969055,0.2802109122276306,-0.11078304797410965
3020,0,15,0.5115363001823425,0.19215254485607147,-0.11538370698690414
3020,0,16,0.5456422567367554,0.15577684342861176,-0.10714048892259598
3020,0,17,0.5047871470451355,0.2616693675518036,-0.060030803084373474
3020,0,18,0.46998345851898193,0.2435750812292099,-0.09895874559879303
3020,0,19,0.4869506359100342,0.18250341713428497,-0.1032181829214096
3020,0,20,0.5189953446388245,0.14860855042934418,-0.09814492613077164
3630,0,0,0.5308817625045776,0.16480565071105957,4.126772523704858e-07
3630,0,1,0.5300222039222717,0.12837980687618256,-0.048277921974658966
3630,0,2,0.49376925826072693,0.093989297747612,-0.0670546218752861
3630,0,3,0.4435462951660156,0.06461502611637115,-0.07533349096775055
3630,0,4,0.39612093567848206,0.043043069541454315,-0.07999152690172195
3630,0,5,0.43466293811798096,0.17434972524642944,-0.05546368658542633
3630,0,6,0.36578238010406494,0.12084628641605377,-0.0736294686794281
3630,0,7,0.34658581018447876,0.07608888298273087,-0.08187651634216309
3630,0,8,0.3406461477279663,0.04271888732910156,-0.08482273668050766
3630,0,9,0.4249964952468872,0.1727631688117981,-0.033296532928943634
3630,0,10,0.36221688985824585,0.11850853264331818,-0.049752913415431976
3630,0,11,0.3492259383201599,0.07151125371456146,-0.056577056646347046
3630,0,12,0.34780099987983704,0.03510062396526337,-0.05978885293006897
3630,0,13,0.4225247800350189,0.15968894958496094,-0.01411389745771885
3630,0,14,0.369002103805542,0.11141237616539001,-0.028471950441598892
3630,0,15,0.3562719225883484,0.07200317084789276,-0.03511226177215576
3630,0,16,0.3520638346672058,0.039550505578517914,-0.03813192620873451
3630,0,17,0.42173439264297485,0.14390243589878082,0.0018993401899933815
3630,0,18,0.37842074036598206,0.10748911648988724,-0.010542687028646469
3630,0,19,0.3629358410835266,0.0745207890868187,-0.017915021628141403
3630,0,20,0.3552814722061157,0.04587205499410629,-0.021265795454382896
3650,0,0,0.6951473355293274,0.16790413856506348,5.546821739699226e-07
3650,0,1,0.6914193630218506,0.12779441475868225,-0.05090047046542168
3650,0,2,0.6557905077934265,0.07986964285373688,-0.0677521824836731
3650,0,3,0.6178687810897827,0.034305572509765625,-0.07397006452083588
3650,0,4,0.5818337202072144,-0.001479901373386383,-0.07684756815433502
3650,0,5,0.5781555771827698,0.12081991136074066,-0.042345400899648666
3650,0,6,0.5350629091262817,0.057677723467350006,-0.05789375677704811
3650,0,7,0.5193571448326111,0.008334435522556305,-0.07000190764665604
3650,0,8,0.5127352476119995,-0.029710888862609863,-0.07684148848056793
3650,0,9,0.5748018026351929,0.11430325359106064,-0.018814343959093094
3650,0,10,0.5403765439987183,0.05327921360731125,-0.03289857134222984
3650,0,11,0.5276229381561279,0.003611363470554352,-0.04483065754175186
3650,0,12,0.522278904914856,-0.04012337327003479,-0.05228646844625473
3650,0,13,0.5804870128631592,0.10031362622976303,0.0009426783071830869
3650,0,14,0.5500086545944214,0.04382520169019699,-0.013265702873468399
3650,0,15,0.5370160341262817,-0.0008417665958404541,-0.023612767457962036
3650,0,16,0.5297841429710388,-0.04313264787197113,-0.029280148446559906
3650,0,17,0.5888745188713074,0.08738674223423004,0.01693415269255638
3650,0,18,0.5627449154853821,0.04139043390750885,0.0030272253789007664
3650,0,19,0.5505046844482422,0.0062292590737342834,-0.005183238070458174
3650,0,20,0.5433545708656311,-0.02767060697078705,-0.00854644738137722
3660,0,0,0.6874296069145203,0.0999658852815628,4.954754899699765e-07
3660,0,1,0.6752240061759949,0.06836074590682983,-0.03690853342413902
3660,0,2,0.6356924176216125,0.02705104649066925,-0.04754563793540001
3660,0,3,0.5983981490135193,-0.012730412185192108,-0.050969406962394714
3660,0,4,0.5669935941696167,-0.04092976450920105,-0.051495060324668884
3660,0,5,0.5682440400123596,0.06095379590988159,-0.022242670878767967
3660,0,6,0.5247918963432312,0.015390872955322266,-0.029241157695651054
3660,0,7,0.5068646669387817,-0.021412916481494904,-0.03531540185213089
3660,0,8,0.4977125823497772,-0.049403563141822815,-0.03832016512751579
3660,0,9,0.5642998814582825,0.06741860508918762,-0.004158413968980312
3660,0,10,0.5255728960037231,0.022354528307914734,-0.0089120427146554
3660,0,11,0.5132573843002319,-0.014976367354393005,-0.014417403377592564
3660,0,12,0.5054863691329956,-0.04995478689670563,-0.017696844413876534
3660,0,13,0.5658284425735474,0.06421959400177002,0.010836709290742874
3660,0,14,0.5302603840827942,0.024274729192256927,0.006652835290879011
3660,0,15,0.517358660697937,-0.009225934743881226,0.0035433650482445955
3660,0,16,0.5088406205177307,-0.0408644825220108,0.001795409363694489
3660,0,17,0.5696139335632324,0.05783974751830101,0.02256743051111698
3660,0,18,0.53621906042099,0.025490086525678635,0.019117163494229317
3660,0,19,0.5225425958633423,-0.0037052854895591736,0.018116679042577744
3660,0,20,0.5149892568588257,-0.031422898173332214,0.018884046003222466
4330,0,0,0.8354268074035645,0.13219311833381653,1.7134436802734854e-07
4330,0,1,0.7838919162750244,0.1082211434841156,-0.011990840546786785
4330,0,2,0.7303479909896851,0.12081951647996902,-0.02118290774524212
4330,0,3,0.6924135684967041,0.1333257555961609,-0.029684610664844513
4330,0,4,0.6641473770141602,0.14175152778625488,-0.03521118313074112
4330,0,5,0.699283242225647,0.2138584852218628,-0.022005755454301834
4330,0,6,0.6399402618408203,0.15679165720939636,-0.04075707867741585
4330,0,7,0.6426904797554016,0.10219064354896545,-0.05212441086769104
4330,0,8,0.662137508392334,0.07367125153541565,-0.0560213066637516
4330,0,9,0.7055124640464783,0.228901207447052,-0.02108249068260193
4330,0,10,0.6470673084259033,0.1708657592535019,-0.03353356570005417
4330,0,11,0.6504600644111633,0.11586391925811768,-0.037285059690475464
4330,0,12,0.6703459024429321,0.08857281506061554,-0.03907249495387077
4330,0,13,0.7151300311088562,0.2283044457435608,-0.02140810154378414
4330,0,14,0.6573491096496582,0.1690322756767273,-0.028992509469389915
4330,0,15,0.6617977619171143,0.122105173766613,-0.025528529658913612
4330,0,16,0.6808285117149353,0.10078597813844681,-0.02241639234125614
4330,0,17,0.7267972826957703,0.21671746671199799,-0.02285575494170189
4330,0,18,0.6785222887992859,0.16884444653987885,-0.025903217494487762
4330,0,19,0.6753650307655334,0.12943029403686523,-0.020243072882294655
4330,0,20,0.687972366809845,0.11011206358671188,-0.014607428573071957
4340,0,0,0.7966215014457703,0.08877217024564743,2.2352593020968925e-07
4340,0,1,0.7443051934242249,0.07101760804653168,0.0014994520461186767
4340,0,2,0.6844785213470459,0.07148116827011108,0.00041495508048683405
4340,0,3,0.640220046043396,0.06667089462280273,-0.0025019131135195494
4340,0,4,0.6060986518859863,0.06335988640785217,-0.00533227389678359
4340,0,5,0.662403404712677,0.12774154543876648,-0.003006589598953724
4340,0,6,0.6055418252944946,0.08098512142896652,-0.01081016194075346
4340,0,7,0.5819045305252075,0.05209045112133026,-0.01628154329955578
4340,0,8,0.5654991865158081,0.03656808286905289,-0.020671378821134567
4340,0,9,0.6665895581245422,0.13248461484909058,-0.009665388613939285
4340,0,10,0.6046078205108643,0.07995975017547607,-0.01491034496575594
4340,0,11,0.5792244076728821,0.052907779812812805,-0.019026674330234528
4340,0,12,0.5613905787467957,0.03578421473503113,-0.023262150585651398
4340,0,13,0.6739445328712463,0.12376931309700012,-0.016513440757989883
4340,0,14,0.6147754788398743,0.07676536589860916,-0.020945681259036064
4340,0,15,0.5854858160018921,0.05382983386516571,-0.021568533033132553
4340,0,16,0.5643734931945801,0.039351217448711395,-0.02359567955136299
4340,0,17,0.6847840547561646,0.10556050390005112,-0.023596065118908882
4340,0,18,0.6409819722175598,0.07298138737678528,-0.02814403362572193
4340,0,19,0.6129004955291748,0.0489266961812973,-0.027196243405342102
4340,0,20,0.5903743505477905,0.029530063271522522,-0.026663895696401596
4350,0,0,0.7818393707275391,0.10916079580783844,-9.262168809698323e-10
4350,0,1,0.7460836172103882,0.04425758123397827,-0.029005518183112144
4350,0,2,0.6915853023529053,0.017013512551784515,-0.04215673357248306
4350,0,3,0.6330908536911011,0.014538787305355072,-0.049299921840429306
4350,0,4,0.5883515477180481,0.016908220946788788,-0.05140991881489754
4350,0,5,0.6724929809570312,0.10987444967031479,-0.040031395852565765
4350,0,6,0.5970630049705505,0.058370769023895264,-0.058332134038209915
4350,0,7,0.6165974736213684,0.028147120028734207,-0.06560923904180527
4350,0,8,0.641072690486908,0.02562544494867325,-0.06661774963140488
4350,0,9,0.6675200462341309,0.14363321661949158,-0.02795824594795704
4350,0,10,0.6033250093460083,0.08434382826089859,-0.03972082957625389
4350,0,11,0.6216200590133667,0.05596939101815224,-0.04052512347698212
4350,0,12,0.643531858921051,0.05731581151485443,-0.03994140401482582
4350,0,13,0.6652016639709473,0.15773311257362366,-0.01736331172287464
4350,0,14,0.6100954413414001,0.10161766409873962,-0.02398284152150154
4350,0,15,0.6267333626747131,0.07783488929271698,-0.01691683754324913
4350,0,16,0.6478784680366516,0.07733016461133957,-0.01175985299050808
4350,0,17,0.6630938649177551,0.1609012484550476,-0.009354190900921822
4350,0,18,0.6234206557273865,0.11479493230581284,-0.013154915533959866
4350,0,19,0.6347180008888245,0.09332633763551712,-0.00845134537667036
4350,0,20,0.6510211825370789,0.08948540687561035,-0.0037542323116213083
4360,0,0,0.8144596815109253,0.11967462301254272,1.4332706577135923e-08
4360,0,1,0.7842457294464111,0.060422319918870926,-0.027311036363244057
4360,0,2,0.7324051856994629,0.03324369341135025,-0.04136282950639725
4360,0,3,0.6768888235092163,0.029716182500123978,-0.049383100122213364
4360,0,4,0.6354503035545349,0.02857910469174385,-0.052846625447273254
4360,0,5,0.718117356300354,0.11886373162269592,-0.04332634061574936
4360,0,6,0.6432780027389526,0.0745076984167099,-0.06205091252923012
4360,0,7,0.6568343639373779,0.04274290055036545,-0.06865548342466354
4360,0,8,0.6796262860298157,0.034869126975536346,-0.06885222345590591
4360,0,9,0.7157491445541382,0.15770141780376434,-0.03197670727968216
4360,0,10,0.6496704816818237,0.10335259884595871,-0.0437142513692379
4360,0,11,0.662527322769165,0.07335397601127625,-0.04399817809462547
4360,0,12,0.6818435788154602,0.06948766112327576,-0.043317411094903946
4360,0,13,0.7147457003593445,0.17665374279022217,-0.021747156977653503
4360,0,14,0.6572588682174683,0.12196829915046692,-0.028307950124144554
4360,0,15,0.6708912253379822,0.09690713882446289,-0.021703295409679413
4360,0,16,0.690570592880249,0.09466220438480377,-0.01706848479807377
4360,0,17,0.7133802771568298,0.18250510096549988,-0.013648752123117447
4360,0,18,0.6703740358352661,0.13872461020946503,-0.016980139538645744
4360,0,19,0.6785253882408142,0.11456894874572754,-0.01229836791753769
4360,0,20,0.6940224766731262,0.10826462507247925,-0.007989179342985153
4370,0,0,0.8427321910858154,0.12066539376974106,-1.948514771754617e-08
4370,0,1,0.8184058666229248,0.06372083723545074,-0.0263062696903944
4370,0,2,0.772904098033905,0.035521022975444794,-0.041270654648542404
4370,0,3,0.7225112915039062,0.031180888414382935,-0.05108689144253731
4370,0,4,0.682795524597168,0.032449543476104736,-0.05672689154744148
4370,0,5,0.7544643878936768,0.11208774149417877,-0.0415567010641098
4370,0,6,0.6880075931549072,0.07461462914943695,-0.06257738918066025
4370,0,7,0.7025148272514343,0.04601133242249489,-0.07189234346151352
4370,0,8,0.7251121401786804,0.03936852142214775,-0.07406634092330933
4370,0,9,0.7524570226669312,0.1496732234954834,-0.03235529735684395
4370,0,10,0.6924569606781006,0.10369689017534256,-0.04628933593630791
4370,0,11,0.7044234871864319,0.0773884505033493,-0.048241134732961655
4370,0,12,0.7232958674430847,0.07493594288825989,-0.048781123012304306
4370,0,13,0.7519708275794983,0.17034371197223663,-0.024685390293598175
4370,0,14,0.6992623209953308,0.12476995587348938,-0.03353659436106682
4370,0,15,0.711189866065979,0.10363443195819855,-0.027747411280870438
4370,0,16,0.7292360067367554,0.10241086781024933,-0.023418596014380455
4370,0,17,0.7505698800086975,0.18070688843727112,-0.01901046186685562
4370,0,18,0.7077948451042175,0.14564700424671173,-0.023084932938218117
4370,0,19,0.7155620455741882,0.12536177039146423,-0.017867300659418106
4370,0,20,0.7314714193344116,0.12043110281229019,-0.01331283152103424
4380,0,0,0.8731099367141724,0.14586450159549713,1.1505183294957533e-07
4380,0,1,0.8605118989944458,0.09301568567752838,-0.032936081290245056
4380,0,2,0.818689227104187,0.06389977037906647,-0.05250191688537598
4380,0,3,0.7706539630889893,0.05287294089794159,-0.06427822262048721
4380,0,4,0.732065737247467,0.0516912080347538,-0.07198148965835571
4380,0,5,0.810065746307373,0.1386493444442749,-0.060765594244003296
4380,0,6,0.7402430176734924,0.10003739595413208,-0.08224999904632568
4380,0,7,0.7445686459541321,0.0701143741607666,-0.0884813666343689
4380,0,8,0.7622510194778442,0.0572371631860733,-0.08857490867376328
4380,0,9,0.80354905128479,0.17063409090042114,-0.04772185534238815
4380,0,10,0.7396884560585022,0.12164806574583054,-0.06284642219543457
4380,0,11,0.7468733787536621,0.09117823839187622,-0.06190156936645508
4380,0,12,0.7628737688064575,0.0828135758638382,-0.060935113579034805
4380,0,13,0.7969991564750671,0.1851206123828888,-0.035728130489587784
4380,0,14,0.7402794361114502,0.13470418751239777,-0.044884782284498215
4380,0,15,0.7505832314491272,0.11198819428682327,-0.03852654621005058
4380,0,16,0.7673439979553223,0.10780811309814453,-0.0346008762717247
4380,0,17,0.7903972268104553,0.18948820233345032,-0.025939159095287323
4380,0,18,0.7456089854240417,0.1479005515575409,-0.031589575111866
4380,0,19,0.7527744770050049,0.12639987468719482,-0.028932489454746246
4380,0,20,0.7678213119506836,0.11972731351852417,-0.026909776031970978
4410,0,0,0.8681880831718445,0.1814386248588562,1.8283627412074566e-07
4410,0,1,0.8427232503890991,0.11392691731452942,-0.025575369596481323
4410,0,2,0.7895501255989075,0.07753939926624298,-0.03874993324279785
4410,0,3,0.7349135279655457,0.06731778383255005,-0.04609840363264084
4410,0,4,0.6912584900856018,0.06734149158000946,-0.049370329827070236
4410,0,5,0.7795459628105164,0.1600179821252823,-0.04771697521209717
4410,0,6,0.7057340741157532,0.11567279696464539,-0.06847523152828217
4410,0,7,0.7193942666053772,0.08637996017932892,-0.07494841516017914
4410,0,8,0.7402350902557373,0.08276788890361786,-0.07407082617282867
4410,0,9,0.7739494442939758,0.20077136158943176,-0.03784393146634102
4410,0,10,0.7063288688659668,0.14353905618190765,-0.05284113809466362
4410,0,11,0.7209300398826599,0.11362092941999435,-0.05404571443796158
4410,0,12,0.7419192790985107,0.11795254796743393,-0.05305489897727966
4410,0,13,0.7705982327461243,0.22391819953918457,-0.02864392101764679
4410,0,14,0.7125729322433472,0.16487783193588257,-0.03670014813542366
4410,0,15,0.7279821634292603,0.1405128389596939,-0.029480405151844025
4410,0,16,0.7476502060890198,0.14674246311187744,-0.023449720814824104
4410,0,17,0.7677760124206543,0.23320426046848297,-0.021408751606941223
4410,0,18,0.7211827635765076,0.18459166586399078,-0.02599513716995716
4410,0,19,0.7316015362739563,0.162815123796463,-0.020918820053339005
4410,0,20,0.7486481070518494,0.16898027062416077,-0.016054436564445496
4420,0,0,0.8657218217849731,0.16939926147460938,1.3399544229741878e-07
4420,0,1,0.8418070673942566,0.1100289523601532,-0.03380192443728447
4420,0,2,0.7931427955627441,0.07850199192762375,-0.051541466265916824
4420,0,3,0.7384359240531921,0.07070759683847427,-0.0617595799267292
4420,0,4,0.6940317153930664,0.07588610053062439,-0.06710298359394073
4420,0,5,0.7860420942306519,0.1669386923313141,-0.0572231188416481
4420,0,6,0.7156029343605042,0.12122413516044617,-0.07935197651386261
4420,0,7,0.724183201789856,0.0921548381447792,-0.08572550863027573
4420,0,8,0.7406037449836731,0.08808475732803345,-0.08566563576459885
4420,0,9,0.7825101613998413,0.20250204205513,-0.04486744850873947
4420,0,10,0.7176082730293274,0.14487606287002563,-0.06291477382183075
4420,0,11,0.7286340594291687,0.11872358620166779,-0.06447114050388336
4420,0,12,0.745776355266571,0.12220513820648193,-0.06371327489614487
4420,0,13,0.7779737114906311,0.2198069840669632,-0.033556949347257614
4420,0,14,0.721463680267334,0.16363130509853363,-0.045059990137815475
4420,0,15,0.7338203191757202,0.14355677366256714,-0.03761884942650795
4420,0,16,0.750411331653595,0.1479514092206955,-0.03159935772418976
4420,0,17,0.7725459933280945,0.22703196108341217,-0.024888895452022552
4420,0,18,0.7293472290039062,0.1798655390739441,-0.032220952212810516
4420,0,19,0.7396537661552429,0.16039256751537323,-0.0278814397752285
4420,0,20,0.7556487321853638,0.1618526726961136,-0.023421084508299828
4430,0,0,0.8716445565223694,0.1401870846748352,1.532779805302198e-07
4430,0,1,0.8480809926986694,0.0961725264787674,-0.030042720958590508
4430,0,2,0.801037609577179,0.0716317892074585,-0.04691972956061363
4430,0,3,0.7520977258682251,0.06678373366594315,-0.05716899782419205
4430,0,4,0.713365912437439,0.07263923436403275,-0.06357643753290176
4430,0,5,0.7969143390655518,0.1476944386959076,-0.052160412073135376
4430,0,6,0.733250081539154,0.11713658273220062,-0.07239025831222534
4430,0,7,0.7353835105895996,0.09074034541845322,-0.07853038609027863
4430,0,8,0.7470448613166809,0.08088359236717224,-0.07899904251098633
4430,0,9,0.7964071035385132,0.18234476447105408,-0.04122760519385338
4430,0,10,0.7370002865791321,0.1412605494260788,-0.05756109952926636
4430,0,11,0.7407362461090088,0.11611297726631165,-0.05899275094270706
4430,0,12,0.7521654367446899,0.11255179345607758,-0.05876609683036804
4430,0,13,0.7937997579574585,0.20264074206352234,-0.03130514919757843
4430,0,14,0.7411332726478577,0.16000227630138397,-0.0431961715221405
4430,0,15,0.7490559220314026,0.13945665955543518,-0.037655461579561234
4430,0,16,0.7621444463729858,0.13702461123466492,-0.032760217785835266
4430,0,17,0.7891919612884521,0.21355614066123962,-0.023385977372527122
4430,0,18,0.7461473941802979,0.17956510186195374,-0.031016750261187553
4430,0,19,0.7523044347763062,0.15964846312999725,-0.027539486065506935
